"abstract","web_url","snippet","lead_paragraph","print_section","print_page","source","pub_date","document_type","news_desk","section_name","subsection_name","type_of_material","_id","word_count","uri","headline.main","headline.kicker","headline.content_kicker","headline.print_headline","headline.name","headline.seo","headline.sub","byline.original","byline.organization"
"We take a look at how Trump won, and what’s next. Here’s the latest at the end of Wednesday.","https://www.nytimes.com/2024/11/06/briefing/harris-concession-trump-agenda-second-term.html","We take a look at how Trump won, and what’s next. Here’s the latest at the end of Wednesday.","Donald Trump, who promised to smash the American status quo and radically reshape the federal government, will be the next president of the United States. That reality became clear to millions of jubilant fans and anxious critics early this morning, when Trump passed the necessary 270 electoral votes. This afternoon, Kamala Harris conceded the race.",NA,NA,"The New York Times","2024-11-06T22:39:34+0000","article","NYTNow","Briefing",NA,"News","nyt://article/b520abac-4e4e-5b77-89ea-f9cdc2d96720",1214,"nyt://article/b520abac-4e4e-5b77-89ea-f9cdc2d96720","It’s ‘Trump’s America’",NA,NA,"",NA,NA,NA,"By Matthew Cullen",NA
"Trump supporters spent years fomenting concern about election integrity. On Tuesday, they set it all aside.","https://www.nytimes.com/2024/11/06/technology/trump-election-denial.html","Trump supporters spent years fomenting concern about election integrity. On Tuesday, they set it all aside.","Election deniers spent the weeks leading up to Election Day sounding the alarm online about the potential for widespread voter fraud that would taint the results — something that officials say has never occurred in modern elections. Former President Donald J. Trump claimed “massive CHEATING” in Philadelphia on Tuesday before the polls had even closed.","B","5","The New York Times","2024-11-06T23:05:46+0000","article","Business","Technology",NA,"News","nyt://article/c77b0fc2-a9d1-50cc-bb52-b0862d89684c",900,"nyt://article/c77b0fc2-a9d1-50cc-bb52-b0862d89684c","After Trump Took the Lead, Election Deniers Went Suddenly Silent",NA,NA,"Election Fraud? Deniers Quiet As Trump’s Win Became Clear.",NA,NA,NA,"By Stuart A. Thompson, Jim Rutenberg and Steven Lee Myers",NA
"Donald Trump’s campaign was a blend of comedy, fury, optimism, darkness and cynicism. “He gets us,” some voters concluded.","https://www.nytimes.com/2024/11/06/us/elections/donald-trump-supporters.html","Donald Trump’s campaign was a blend of comedy, fury, optimism, darkness and cynicism. “He gets us,” some voters concluded.","The forces that propelled President-elect Donald J. Trump to victory will be endlessly analyzed. Many Americans woke up on Wednesday morning shocked that he could win again. But there is no doubt about one thing: Mr. Trump was a ferociously effective campaigner.","A","1","The New York Times","2024-11-07T00:18:06+0000","article","Politics","U.S.","Elections","News","nyt://article/bea80832-3305-569f-854d-6f4947ace156",1977,"nyt://article/bea80832-3305-569f-854d-6f4947ace156","How Trump Connected With So Many Americans","Campaign Notebook",NA,"Seeing Up Close Why Trump ‘Gets Us’‘",NA,NA,NA,"By Shawn McCreesh",NA
"On his first day as president-elect after his victory in the 2024 campaign, Donald Trump took calls from Vice President Kamala Harris and President Biden as his transition planning ramped up.","https://www.nytimes.com/2024/11/06/us/politics/trump-transition.html","On his first day as president-elect after his victory in the 2024 campaign, Donald Trump took calls from Vice President Kamala Harris and President Biden as his transition planning ramped up.","President-elect Donald J. Trump faced key personnel choices on Wednesday in the wake of his victory as he fielded a concession call from Vice President Kamala Harris and congratulatory messages from foreign leaders.",NA,NA,"The New York Times","2024-11-07T00:27:43+0000","article","Washington","U.S.","Politics","News","nyt://article/4058971e-b6d2-54e8-9f7f-84873e9069d9",567,"nyt://article/4058971e-b6d2-54e8-9f7f-84873e9069d9","Trump Weighs Personnel Choices and Fields Congratulatory Calls",NA,NA,"",NA,NA,NA,"By Maggie Haberman and Jonathan Swan",NA
"Donald J. Trump picked up support among Latino and Black working-class voters, giving the party hope for a new way to win in a diversifying nation.","https://www.nytimes.com/2024/11/06/us/politics/donald-trump-2024-campaign-coalition.html","Donald J. Trump picked up support among Latino and Black working-class voters, giving the party hope for a new way to win in a diversifying nation.","Republicans have sounded alarms for more than a decade about the limits of their overwhelmingly white party. To stay competitive for the White House, strategists warned, they would need to bring more Black, Latino and other voters of color into the fold.","A","18","The New York Times","2024-11-07T00:54:20+0000","article","Politics","U.S.","Politics","News","nyt://article/8ae91a33-b5ad-526a-85af-a4149f54c47b",1352,"nyt://article/8ae91a33-b5ad-526a-85af-a4149f54c47b","In Trump’s Win, G.O.P. Sees Signs of a Game-Changing New Coalition",NA,NA,"In Trump’s Win, G.O.P.  Sees a Game Changer: A Diverse New Coalition",NA,NA,NA,"By Michael C. Bender, Katie Glueck, Ruth Igielnik and Jennifer Medina",NA
"A federal judge promptly denied Christopher Carnell’s request, which was filed hours after Donald J. Trump won the presidential election.","https://www.nytimes.com/2024/11/06/us/jan-6-rioter-trump-pardon-judge-denies.html","A federal judge promptly denied Christopher Carnell’s request, which was filed hours after Donald J. Trump won the presidential election.","A North Carolina man who participated in the 2021 Capitol insurrection requested on Wednesday to have his sentencing delayed because he expects President-elect Donald J. Trump to grant Jan. 6 defendants like him clemency, court records show.",NA,NA,"The New York Times","2024-11-07T00:55:41+0000","article","Express","U.S.",NA,"News","nyt://article/60c49d76-971f-5f15-8270-630381b2d00d",461,"nyt://article/60c49d76-971f-5f15-8270-630381b2d00d","Expecting Clemency From Trump, Jan 6. Defendant Requests Sentencing Delay",NA,NA,"",NA,NA,NA,"By Hank Sanders",NA
"The president-elect could reshape government and may dramatically transform foreign and domestic policy in a second term.","https://www.nytimes.com/2024/11/06/us/politics/trump-president-agenda.html","The president-elect could reshape government and may dramatically transform foreign and domestic policy in a second term.","As he declared victory, President-elect Donald J. Trump said that his mission now was nothing less than to “save our country.” His version of doing that involves an expansive agenda that would reshape government, foreign policy, national security, economics and domestic affairs as dramatically as any president in modern times.","A","17","The New York Times","2024-11-07T01:03:06+0000","article","Washington","U.S.","Politics","News","nyt://article/9d01a238-102c-5e60-8e2f-3e16b7e1d689",2515,"nyt://article/9d01a238-102c-5e60-8e2f-3e16b7e1d689","Trump Will Return to Power With a More Expansive Agenda",NA,NA,"Trump Will Return to Power With an Expansive Agenda and Few Curbs",NA,NA,NA,"By Peter Baker and Charlie Savage",NA
"After supporting Joe Biden in 2020, the majority-Arab American city outside Detroit delivered an unlikely win for Donald Trump, who promised to bring peace to the Middle East.","https://www.nytimes.com/2024/11/06/us/dearborn-michigan-trump-arab-voters.html","After supporting Joe Biden in 2020, the majority-Arab American city outside Detroit delivered an unlikely win for Donald Trump, who promised to bring peace to the Middle East.","Ameen Almudhari was one of thousands of people in the majority-Arab community of Dearborn, Mich., who helped Joe Biden win the city and defeat Donald Trump in the 2020 presidential election.","A","10","The New York Times","2024-11-07T01:25:34+0000","article","National","U.S.",NA,"News","nyt://article/40cc1fa0-2544-573b-b3d2-32440cb89620",1062,"nyt://article/40cc1fa0-2544-573b-b3d2-32440cb89620","For Many Arab Americans in Dearborn, Trump Made the Case for Their Votes",NA,NA,"Trump Peace Promises Swayed Arab Americans in a Michigan City",NA,NA,NA,"By Hamed Aleaziz",NA
"“Trump returning to the White House is a huge historic comeback for someone who literally never went away,” Jimmy Fallon said.","https://www.nytimes.com/2024/11/07/arts/television/late-night-trump-election.html","“Trump returning to the White House is a huge historic comeback for someone who literally never went away,” Jimmy Fallon said.","Welcome to Best of Late Night, a rundown of the previous night’s highlights that lets you sleep — and lets us get paid to watch comedy. Here are the 50 best movies on Netflix right now.",NA,NA,"The New York Times","2024-11-07T06:44:42+0000","article","Culture","Arts","Television","News","nyt://article/bcb726e1-acbc-525f-b8ca-7051564b2d95",530,"nyt://article/bcb726e1-acbc-525f-b8ca-7051564b2d95","Late Night Processes Donald Trump’s Re-Election","Best of Late Night",NA,"",NA,NA,NA,"By Trish Bendix",NA
"In New Jersey, Democrats outnumber Republicans and control every branch of government. But Tuesday’s vote nonetheless reflected a clear shift.","https://www.nytimes.com/2024/11/07/nyregion/trump-nj-votes-election.html","In New Jersey, Democrats outnumber Republicans and control every branch of government. But Tuesday’s vote nonetheless reflected a clear shift.","Donald Trump has won the 2024 presidential election. Follow live updates here.","A","10","The New York Times","2024-11-07T08:00:11+0000","article","Metro","New York",NA,"News","nyt://article/fb065f51-8097-519f-aed7-56c0e5802e8b",1067,"nyt://article/fb065f51-8097-519f-aed7-56c0e5802e8b","Trump’s Narrow Loss in New Jersey Signals a Shift to the Right",NA,NA,"The President-Elect’s Narrow Loss in New Jersey Signals a Shift to the Right",NA,NA,NA,"By Tracey Tully",NA
"Any major progress on a cease-fire will probably have to wait until after January’s inauguration, analysts said. Gazans said they were divided about whether Mr. Trump would do much to stop the war.","https://www.nytimes.com/2024/11/07/world/middleeast/trump-israel-gaza-ceasefire-talks.html","Any major progress on a cease-fire will probably have to wait until after January’s inauguration, analysts said. Gazans said they were divided about whether Mr. Trump would do much to stop the war.","Donald J. Trump’s election victory is plunging efforts to reach a cease-fire in Gaza into further uncertainty, after a year of failed attempts by the Biden administration floundered because of irreconcilable demands from Israel and Hamas.","A","8","The New York Times","2024-11-07T09:36:29+0000","article","Foreign","World","Middle East","News","nyt://article/6e690b63-11c4-59d0-a64b-049f334a774c",766,"nyt://article/6e690b63-11c4-59d0-a64b-049f334a774c","Trump’s Win Is Likely to Prolong Gaza Talks Uncertainty",NA,NA,"Trump’s Win Is Likely to Prolong the Uncertainty on a Gaza Cease-Fire",NA,NA,NA,"By Aaron Boxerman, Bilal Shbair and Liam Stack",NA
"Shinzo Abe, then the prime minister of Japan, succeeded in making friends with Mr. Trump through golf, entertainment and appealing to his vanity.","https://www.nytimes.com/2024/11/07/world/asia/japan-trump-shinzo-abe.html","Shinzo Abe, then the prime minister of Japan, succeeded in making friends with Mr. Trump through golf, entertainment and appealing to his vanity.","During the first administration of Donald J. Trump, if any world leader could claim to have had the now president-elect’s number, it was Shinzo Abe, Japan’s prime minister at the time.","A","7","The New York Times","2024-11-07T09:45:52+0000","article","Foreign","World","Asia Pacific","News","nyt://article/9d8f6945-0ad7-52c5-b63b-17a792a3ca20",916,"nyt://article/9d8f6945-0ad7-52c5-b63b-17a792a3ca20","Lessons for World Leaders From Japan’s Former Trump-Whisperer",NA,NA,"The Formula  To Woo Trump Includes Golf And Flattery",NA,NA,NA,"By Motoko Rich",NA
"The Gulf region is looking to the next U.S. administration for help in ending the Mideast war and firm cooperation on security and economic interests.","https://www.nytimes.com/2024/11/07/world/middleeast/saudi-arabia-trump-election.html","The Gulf region is looking to the next U.S. administration for help in ending the Mideast war and firm cooperation on security and economic interests.","About two weeks before the American presidential election, Donald J. Trump sat for an interview with a widely watched Arabic-language TV channel owned by Saudi Arabia and praised the kingdom’s crown prince, calling him a “visionary” and a “friend.”","A","7","The New York Times","2024-11-07T10:02:52+0000","article","Foreign","World","Middle East","News","nyt://article/ff38b0c1-3cc0-539f-816c-3f1dd9620158",1106,"nyt://article/ff38b0c1-3cc0-539f-816c-3f1dd9620158","Gulf States See Trump as Ally They Can Do Business With",NA,NA,"Gulf States See U.S. President-Elect as Ally They Can Do Business With",NA,NA,NA,"By Ismaeel Naar",NA
